Evidence_ID,Person_ID,Event_ID,Claim_Supported,Source_Title,Source_Publisher,Source_URL,Publication_Date,Source_Type,Primary_or_Secondary,Archived_URL,Date_Accessed,Relevant_Excerpt_or_Summary,Evidence_Strength
EV0082,P0139 ; P0140 ; P0141,E044,"#SS19Hack (JHB, ~50 developers, ~30h, IoT security): 1st Khululeka (blockchain content filtering); 2nd Dumela (Kimberley team); 3rd Watchr (team True Author); overall champion Tume",Winners of #SS19Hack announced,ITWeb,https://www.itweb.co.za/content/Pero37ZgwLBMQb6m,2019-05-31,News article,Secondary,Unknown,2026-08-26,"#SS19Hack (JHB, ~50 developers, ~30h, IoT security): 1st Khululeka (blockchain content filtering); 2nd Dumela (Kimberley team); 3rd Watchr (team True Author); overall champion Tumelo Baloyi (disaster-relief volunteering platform); CTF winners Red team / Blue team (JHB); photo caption lists Siyammukela Kasapo, James Miwahili, Ivan Regasek with prize",Strong
EV0083,Unknown,E046 ; E048,"2nd annual Absa Technology Hackathon (internal, multi-country): 1st Hackernauts (SA+Prague); 2nd Dragons Unleashed (Botswana); 3rd Teamo Supremo (SA)",Absa hosts hackathon to ignite innovation and engagement in the Absa Technology community,Absa,https://www.absa.africa/media-statements/2024/absa-hosts-hackathon-to-ignite-innovation-and-engagement-in-the-absa-technology-community/,2024-09-13,Corporate news,Primary,Unknown,2026-08-26,"2nd annual Absa Technology Hackathon (internal, multi-country): 1st Hackernauts (SA+Prague); 2nd Dragons Unleashed (Botswana); 3rd Teamo Supremo (SA)",Moderate
EV0084,P0142 ; P0143 ; P0144 ; P0145 ; P0146 ; P0147,E045,"Winner ELEV8A: Tsholofelo Radebe, Keletso Moagi, Sihle Dube (R50k); runner-up Omnicorn: Mila Daly, Tawanda Mutambwe, Refilwe Lesego Masekela (R15k)",2021 Absa Design Hackathon,Absa,https://www.absa.co.za/offers/2021-absa-design-hackathon/,2021,Corporate page,Primary,Unknown,2026-08-26,"Winner ELEV8A: Tsholofelo Radebe, Keletso Moagi, Sihle Dube (R50k); runner-up Omnicorn: Mila Daly, Tawanda Mutambwe, Refilwe Lesego Masekela (R15k)",Strong
EV0085,Unknown,E047,"2025 Absa Technology Hackathon (24h, internal): AI for Impact winner Mighty Pythons (SA); Blue Sky co-winner Hustle Hub (SA) and Digital Islanders (Mauritius); Commercialisation wi",Absa Teams Build Real-World Banking Solutions in 24 Hours at 2025 Technology Hackathon,Africa Business (africabusiness.com),https://africabusiness.com/2025/10/30/absa-teams-build-real-world-banking-solutions-in-24-hours-at-2025-technology-hackathon/,2025-10-30,News article,Secondary,Unknown,2026-08-26,"2025 Absa Technology Hackathon (24h, internal): AI for Impact winner Mighty Pythons (SA); Blue Sky co-winner Hustle Hub (SA) and Digital Islanders (Mauritius); Commercialisation winner The Solvers (Zambia); R25k per member",Moderate
EV0086,Unknown,E049,"Vodacom Group Annual Hack-alympics 2024: 3-day internal hackathon across SA, Kenya, DRC, Lesotho, Mozambique, Tanzania, Ethiopia, Egypt; winners advance to All-Africa finals; indiv",Vodacom Group CEO encourages innovation at annual hack-alympics,Tech Review Africa,https://techreviewafrica.com/news/1281/vodacom-group-ceo-encourages-innovation-at-annual-hack-alympics,2024-03-29,Tech media,Secondary,Unknown,2026-08-26,"Vodacom Group Annual Hack-alympics 2024: 3-day internal hackathon across SA, Kenya, DRC, Lesotho, Mozambique, Tanzania, Ethiopia, Egypt; winners advance to All-Africa finals; individual winners not published",Moderate
EV0087,Unknown,E011,"Top 3: Gig Guide, I'm Interested, Wits Locate (member names not published); category awards: Wits Meal App (Most Innovative), IQMates (Ready for Market), Bus Control (Most Required",Wits Uni Student App Challenge winners named,Disrupt Africa,https://disruptafrica.com/2015/09/02/wits-uni-student-app-challenge-winners-named/,2015-09-02,News article,Secondary,Unknown,2026-08-26,"Top 3: Gig Guide, I'm Interested, Wits Locate (member names not published); category awards: Wits Meal App (Most Innovative), IQMates (Ready for Market), Bus Control (Most Required); best presentations: Need A Book, Wits Happening, 24",Moderate
EV0088,Unknown,Unknown,"First-ever Wits Hackathon (2022, <24h, 'Digitalisation in Mining'): winning team Creative Mines — Taryn Michael, Eli Nimy, Mfundo Monchwe, Clarence Mantiya, Kurhula Manganyi (OCR +",PODCAST: Wits Hackathon winners plan to revolutionise mining industry,The Citizen,https://www.citizen.co.za/lifestyle/technology/podcast-wits-hackathon-winners-mining/,2023-05-10,News article,Secondary,Unknown,2026-08-26,"First-ever Wits Hackathon (2022, <24h, 'Digitalisation in Mining'): winning team Creative Mines — Taryn Michael, Eli Nimy, Mfundo Monchwe, Clarence Mantiya, Kurhula Manganyi (OCR + text analytics; R15k + NEMISA courses)",Strong
EV0089,P0148 ; P0149 ; P0150 ; P0151 ; P0152 ; P0153 ; P0154 ; P0155 ; P0156 ; P0157 ; P0158,E050 ; E051,Minecraft Education Edition challenge: 1st individual Yadir Purmasir ('The Order of the Stone Academy'); Audience Vote Nqobile Mhlanga; Social Media Challenge Previn Ramiah. Superc,Wits stories — Minecraft challenge & supercomputing awards,Wits University,https://www.wits.ac.za/future/stories/,2018-09,University news,Primary,Unknown,2026-08-26,"Minecraft Education Edition challenge: 1st individual Yadir Purmasir ('The Order of the Stone Academy'); Audience Vote Nqobile Mhlanga; Social Media Challenge Previn Ramiah. Supercomputing: most innovative team Hassaan Hameed, Basheq Tarifi, Nathan Jones, Sansha Gupta; best teamwork Anita de Mello Koch, Kaamilah Desai, Brendon Swanepoel, Nicholas Kastanos",Moderate
EV0090,P0159 ; P0160 ; P0161 ; P0162 ; P0163 ; P0164 ; P0165 ; P0166 ; P0167 ; P0168 ; P0169,E052 ; E054,"MICT SETA National Skills Challenge Hackathon KZN Regionals (22-23 Mar 2026, MKRI offices Durban): 1st DUT Informatics — Lindokuhle Mnguni, Queen Hadebe, Sanelisekile Nqabeni (R100",DUT students excel at MICT SETA Hackathon,The Mercury,https://themercury.co.za/ios/news/2026-04-09-dut-students-excel-at-mict-seta-hackathon-showcasing-innovation-prowess/,2026-04-09,News article,Secondary,Unknown,2026-08-26,"MICT SETA National Skills Challenge Hackathon KZN Regionals (22-23 Mar 2026, MKRI offices Durban): 1st DUT Informatics — Lindokuhle Mnguni, Queen Hadebe, Sanelisekile Nqabeni (R100k); 2nd Team Demo — Siqiniseko Ntombela, Andile Ntshangase, Bukeka Nxumalo, Mesuli Gama, Mbuso Khoza (R50k); 3rd Clever Programming (R50k)",Strong
EV0091,P0170 ; P0171 ; P0172 ; P0173 ; P0174,E053 ; E054,"EC leg (Gqeberha, 2-day innovation sprint): winner NMU team Kamva Twala, Kateko Tivane, Daniel Basiwe, Namhla Lingela, Katlego Molotsi (R100k; Digital Ubuntu/Google.org alumni); na",Mandela University students win Eastern Cape leg of National Skills Challenge,Nelson Mandela University,https://news.mandela.ac.za/News/Mandela-University-students-win-Eastern-Cape-leg-o,2026-03-23,University news,Primary,Unknown,2026-08-26,"EC leg (Gqeberha, 2-day innovation sprint): winner NMU team Kamva Twala, Kateko Tivane, Daniel Basiwe, Namhla Lingela, Katlego Molotsi (R100k; Digital Ubuntu/Google.org alumni); national finals in Gauteng 30-31 Mar 2026",Strong
EV0092,P0175 ; P0176 ; P0177 ; P0178 ; P0179 ; P0180 ; P0181 ; P0182 ; P0183 ; P0184 ; P0185 ; P0186,E055,"1st Takalani Mukhevho & Oliver Mpofu (KasiCred); 2nd Lukhulo Vongo, Noziphiwo Mpikeleli, Francis Ndlovu, Mnqobi Madlala, Oamogetswe Phiri (Money Matters); 3rd Luyanda Shezi, Ismael",UFS students tackle real-world banking challenges at Beat the Banker Hackathon,University of the Free State,https://www.ufs.ac.za/templates/news-archive-item/campus-news/2026/june/ufs-students-tackle-real-world-banking-challenges-at-beat-the-banker-hackathon,2026-06-24,University news,Primary,Unknown,2026-08-26,"1st Takalani Mukhevho & Oliver Mpofu (KasiCred); 2nd Lukhulo Vongo, Noziphiwo Mpikeleli, Francis Ndlovu, Mnqobi Madlala, Oamogetswe Phiri (Money Matters); 3rd Luyanda Shezi, Ismael Dlamini, Edwin van Zyl, Ofentse Ngcongca; BBD GitHub prize: Ultimate Ngobeni, Phemelo Mokwena, Ivy Mutodi, Darrell Nkosi, Sindiswa Baloyi; solo participant Sizwe Nkuna; Standard Bank + BBD involved",Strong
EV0093,P0192 ; P0193,E035 ; E056 ; E057,"Telkom 10X Hackathon Free State leg at Botshabelo Digital Hub: 1st Delight Chetter & Kabelo Makhetha (CUT, DeTech co-founders, Fire-Link Lite, R15k); duo placed 3rd at Geekulcha An",CUT students take first place at Hackathon,Bloemfontein Courant,https://www.bloemfonteincourant.co.za/cut-students-take-first-place-at-hackathon/,2025-10-21,News article,Secondary,Unknown,2026-08-26,"Telkom 10X Hackathon Free State leg at Botshabelo Digital Hub: 1st Delight Chetter & Kabelo Makhetha (CUT, DeTech co-founders, Fire-Link Lite, R15k); duo placed 3rd at Geekulcha Annual Hackathon",Strong
EV0094,Unknown,E058 ; E059,"LVH 2025 (10-12 Oct 2025, University of Limpopo VL Hall, theme Hack4Mzansi): 1st Master Hackers (borehole dashboard); 2nd Ctrl, Alt & Defeat (pesticide detection); 3rd Byte Bandits",Innovation takes centre stage at 4th Annual Limpopo Varsity Hackathon,Tshwane University of Technology,https://www.tut.ac.za/newsroom/all-news/2025/innovation-takes-centre-stage-at-4th-annual-limpopo-varsity-hackathon.php,2025-10-27,University news,Primary,Unknown,2026-08-26,"LVH 2025 (10-12 Oct 2025, University of Limpopo VL Hall, theme Hack4Mzansi): 1st Master Hackers (borehole dashboard); 2nd Ctrl, Alt & Defeat (pesticide detection); 3rd Byte Bandits (smart traffic light) — member names not published",Moderate
EV0095,Unknown,E060,"TVH 2025 (Sept 2025, with City of Tshwane, MTN SA, IQ Business, AWS, Nelekat; TUT/UP/UNISA/SMU): 1st Ubuntu Hackers (Notiza App); 2nd Cybergeeks (Aqua Balance); 3rd Bit by Bit (Kas",ICT students drive Tshwane's digital revolution (7th Annual Tshwane Varsity Hackathon),Tshwane University of Technology,https://www.tut.ac.za/newsroom/all-news/2025/ict-students-drive-tshwanes-digital-revolution.php,2025-11-03,University news,Primary,Unknown,2026-08-26,"TVH 2025 (Sept 2025, with City of Tshwane, MTN SA, IQ Business, AWS, Nelekat; TUT/UP/UNISA/SMU): 1st Ubuntu Hackers (Notiza App); 2nd Cybergeeks (Aqua Balance); 3rd Bit by Bit (Kasi Connect) — member names not published",Moderate
EV0096,P0194 ; P0195 ; P0196 ; P0197 ; P0198 ; P0199,E061,18 teams -> 11 finalists: 1st Mzansi Shield (R25k per this article); 2nd Cyber Blockers (R15k); joint 3rd Data Defence Solutions & Zero Trust (R5k each). Caption lists Titelo Malek,CyberSecureTech Hackathon 2025 Empowers the Youth,University of Venda,https://www.univen.ac.za/news/cybersecure-tech-hackathon-2025-empowers-the-youth-to-safeguard-south-africas-digital-future/,2026-01-23,University news,Primary,Unknown,2026-08-26,"18 teams -> 11 finalists: 1st Mzansi Shield (R25k per this article); 2nd Cyber Blockers (R15k); joint 3rd Data Defence Solutions & Zero Trust (R5k each). Caption lists Titelo Maleka (TUT), Sigidane Khumbudzo/Mukhumo Sandra/Phooko Mokgomme (UNIVEN) as 'Adapt IT Mentors and First Place Winners'",Moderate
EV0097,P0194 ; P0195 ; P0198 ; P0199,E061,"Mzanzi Shield represented by Phooko Mokgomme and Sandra Mukhumo — 1st, R20k (conflicts with S59's R25k); 2nd Cyberblockers: Amokelane Bele & Rabelani Mufamadi, R10k (conflicts with",UNIVEN Honours Top Innovators at CyberSecureTech Hackathon 2025 Prize Ceremony,University of Venda,https://www.univen.ac.za/news/univen-honours-top-innovators-at-cybersecuretech-hackathon-2025-prize-ceremony/,2026-04-23,University news,Primary,Unknown,2026-08-26,"Mzanzi Shield represented by Phooko Mokgomme and Sandra Mukhumo — 1st, R20k (conflicts with S59's R25k); 2nd Cyberblockers: Amokelane Bele & Rabelani Mufamadi, R10k (conflicts with S59's R15k); R40k total awarded",Moderate
EV0098,P0200 ; P0201 ; P0202 ; P0203 ; P0204 ; P0205 ; P0206 ; P0207 ; P0208 ; P0209 ; P0210 ; P0211,E034,"Geekulcha Hackathon 2023 at UNISA Pretoria campus: NWU Vanderbijlpark teams in top 10 — Code Blooded (Gerrard Lewu, Morena Ramateletse, Sinovuyo Sondara, Kamogelo Seale, Gratitude ",Students excel at annual Geekulcha Hackathon,North-West University,https://news.nwu.ac.za/students-excel-annual-geekulcha-hackathon,2023-10-16,University news,Primary,Unknown,2026-08-26,"Geekulcha Hackathon 2023 at UNISA Pretoria campus: NWU Vanderbijlpark teams in top 10 — Code Blooded (Gerrard Lewu, Morena Ramateletse, Sinovuyo Sondara, Kamogelo Seale, Gratitude Phoku, Nhlanhla Nwariwe, Jenifer Brown; HarvestHub Technologies) and Who's Next (Dean Dube, Boiketlo Ramoabi, Fortunate Sadiki, Lesego Lubisi, Siphokazi Malesa, Boitumelo Moile, Themba Mabuza; Emerge Connect)",Strong
EV0099,P0214 ; P0215 ; P0216 ; P0217,E062,"28 Jun 2025, Cape Town; 12 teams from 4 SA universities after week of training: 1st Team Direla (QR-code ILP transactions); 2nd Team Fin Illuminaries (USSD ILP via spaza shops; mem",The UCT Financial Innovation Hub and Interledger Foundation Hackathon,Interledger Foundation,https://interledger.org/news/uct-financial-innovation-hub-and-interledger-foundation-hackathon,2025-07-10,Funder news,Primary,Unknown,2026-08-26,"28 Jun 2025, Cape Town; 12 teams from 4 SA universities after week of training: 1st Team Direla (QR-code ILP transactions); 2nd Team Fin Illuminaries (USSD ILP via spaza shops; members incl. Sakeena Majiet, Moegamat Rashaad Samsodien, Amukelani Rikhotso, Raibim Alam per photo caption); 3rd Team FlowFi (student crowdfunding)",Strong
EV0100,P0218,E063,"2026 Interledger bootcamp+hackathon (8 students from UCT, Eduvos, Sol Plaatje, UFS): winning 3-member UCT MPhil FinTech team incl. Kerry-Lynne White (Fireline micro-insurance; R35k",UCT Master's students win financial innovation hub hackathon,Eyewitness News (EWN),https://www.ewn.co.za/2026/06/28/uct-master-s-students-win-financial-innovation-hub-hackathon,2026-06-28,News article,Secondary,Unknown,2026-08-26,"2026 Interledger bootcamp+hackathon (8 students from UCT, Eduvos, Sol Plaatje, UFS): winning 3-member UCT MPhil FinTech team incl. Kerry-Lynne White (Fireline micro-insurance; R35k)",Moderate
EV0101,P0219 ; P0220 ; P0221 ; P0222 ; P0223,E064,"UCT Surgical Society x Harvard HSIL 2-day surgical hackathon concluded 12 Apr 2025: winner Authentic Intelligence — Ludolph Pedro, Bunono Frans, Wanda Madasa, Rahul Rama-Panchia, S",Surgical hackathon team devises 'street smart' solution,University of Cape Town,https://www.news.uct.ac.za/article/-2025-04-24-surgical-hackathon-team-devises-street-smart-solution,2025-04-24,University news,Primary,Unknown,2026-08-26,"UCT Surgical Society x Harvard HSIL 2-day surgical hackathon concluded 12 Apr 2025: winner Authentic Intelligence — Ludolph Pedro, Bunono Frans, Wanda Madasa, Rahul Rama-Panchia, Simphiwe Malinga ('Street Smarts' child-safety app)",Strong
EV0102,P0224 ; P0225 ; P0226 ; P0227 ; P0228,E065,"Inaugural Innovate Africa Fund hackathon ($100k prize pool; 10 teams from across Africa): winning SA team of five — Lucy Kgware, Thina Mathebula, Phumla Makhoba, Sicelo Shange, Ler",South African team building digital addressing solution wins Innovate Africa Fund hackathon,Techpoint Africa,https://techpoint.africa/feature/innovate-africa-fund-hackathon/,2025-09-22,Tech media,Secondary,Unknown,2026-08-26,"Inaugural Innovate Africa Fund hackathon ($100k prize pool; 10 teams from across Africa): winning SA team of five — Lucy Kgware, Thina Mathebula, Phumla Makhoba, Sicelo Shange, Lerato Masango ('Address Me' digital addressing platform)",Moderate
EV0103,Unknown,E066,Cape Town edition: winning concept by team SmartWare (GBV-prevention education + panic button app); R25k winner prize; Silicon Cape implementation partner; Johannesburg edition als,Hackathons for SA #GBV: Digital Solutions for Real-World Challenges (event page),Quicket,https://www.quicket.co.za/events/94401-hackathons-for-sa-gbv-digital-solutions-for-real-world-challenges/,2020,Event listing,Primary,Unknown,2026-08-26,Cape Town edition: winning concept by team SmartWare (GBV-prevention education + panic button app); R25k winner prize; Silicon Cape implementation partner; Johannesburg edition also planned,Moderate
EV0104,P0254,E067,CiTi Township Tech hackathon (hybrid final at Woodstock Bandwidth Barn; 40 participants -> 6 finalists): theme winners Tech Khaltsha (safety & security; + 'pitch of the day'; membe,Township Tech hackathon stars revealed,ITWeb,https://www.itweb.co.za/article/township-tech-hackathon-stars-revealed/lwrKxv3KkVxvmg1o,2021-03-15,News article,Secondary,Unknown,2026-08-26,"CiTi Township Tech hackathon (hybrid final at Woodstock Bandwidth Barn; 40 participants -> 6 finalists): theme winners Tech Khaltsha (safety & security; + 'pitch of the day'; member Zandile Tlhapi), Basket (reach of services), Cyberspace (connectivity)",Strong
EV0105,P0255,E068,"AB4IR (Africa Beyond 4IR) + Liquid Intelligent Technologies 3-day hackathon (April 2021, Tshwane South TVET College; 250 registrations -> 20 participants): 1st Captured (R15k; memb",Township tech innovations provide real-world solutions,ITWeb,https://www.itweb.co.za/article/township-tech-innovations-provide-real-world-solutions/lwrKxq3KaE1qmg1o,2021-05-04,News article,Secondary,Unknown,2026-08-26,"AB4IR (Africa Beyond 4IR) + Liquid Intelligent Technologies 3-day hackathon (April 2021, Tshwane South TVET College; 250 registrations -> 20 participants): 1st Captured (R15k; member Katlego Matshwi quoted); 2nd Ubunifu (R10k); 3rd My Universe (R5k)",Strong
EV0106,P0229 ; P0230 ; P0231 ; P0232,E069 ; E070,"Eastern Cape Youth Digital Agrisec Hackathon: 1st Lifa Gomomo, Aphiwe Mazwi, Francine Tembo, Asekhona Xanywa (WSU Komani ITS; android agri-info app; R20k + AI module); qualify for ",WSU students headed to international hackathon 2022,Walter Sisulu University,https://www.wsu.ac.za/index.php/media-center/latest-news/286-wsu-newsletter/406-wsu-its-students-headed-to-international-hackathon-2022,2022,University news,Primary,Unknown,2026-08-26,"Eastern Cape Youth Digital Agrisec Hackathon: 1st Lifa Gomomo, Aphiwe Mazwi, Francine Tembo, Asekhona Xanywa (WSU Komani ITS; android agri-info app; R20k + AI module); qualify for PAICTA International Hackathon 2022",Strong
EV0107,P0233 ; P0234 ; P0235 ; P0236 ; P0237,E071,"26 Nov–2 Dec 2022, CSIR ICC Pretoria; 10 teams. 1st UJ Recursive Redemption; 2nd NWU Eagles; 3rd SPU DataTude; Best team Mighty Ridge (Saulridge Secondary); Consistent Student Fiki",2022 DIRISA Student Datathon,DIRISA,https://sdc.dirisa.ac.za/2022-datathon/,2022,Organiser page,Primary,Unknown,2026-08-26,"26 Nov–2 Dec 2022, CSIR ICC Pretoria; 10 teams. 1st UJ Recursive Redemption; 2nd NWU Eagles; 3rd SPU DataTude; Best team Mighty Ridge (Saulridge Secondary); Consistent Student Fikile Motha (TUT, Alpha Logic); Best Research Poster Husnaa Molvi & Kyle Botes (UJ); bursaries Ditshego Ntoagae (Saulridge) & Khanyisa Mokgoloboth (SMU)",Strong
EV0108,P0238 ; P0239,E072,"Theme Youth Unemployment. Technical challenge top 3 (R100k Momentum pool): 1 SPU, 2 Wits, 3 UNIZULU. Research posters: 1 SPU, 2 TUT, 3 UNIZULU. Best team: University of Mpumalanga",2023 DIRISA Student Datathon winners,DIRISA,https://www.dirisa.ac.za/2023-dirisa-student-datathon/,2023,Organiser page,Primary,Unknown,2026-08-26,"Theme Youth Unemployment. Technical challenge top 3 (R100k Momentum pool): 1 SPU, 2 Wits, 3 UNIZULU. Research posters: 1 SPU, 2 TUT, 3 UNIZULU. Best team: University of Mpumalanga",Strong
EV0109,P0238 ; P0239,E072 ; E073,2023 datathon awards 7 Dec 2023 Skukuza: Research Poster + Technical winner SPU 'The Domain'ators'; Best team UMpumalanga 'Fix8t'; bursaries Daniel Kenan Slinda (UM) & Tshepiso Mog,DIRISA hosts annual Student Datathon Challenge,CSIR,https://www.csir.co.za/dirisa-hosts-annual-student-datathon-challenge,2024-01-29,Organiser news,Primary,Unknown,2026-08-26,2023 datathon awards 7 Dec 2023 Skukuza: Research Poster + Technical winner SPU 'The Domain'ators'; Best team UMpumalanga 'Fix8t'; bursaries Daniel Kenan Slinda (UM) & Tshepiso Mogola (Phateng Secondary); annual since 2019,Strong
EV0110,Unknown,E074,"National schools AI hackathon: Grade 9+ 1st TrustTrade AI (Hatfield Christian School), RU AquaGuard (Midstream College), RU PlateSmart SA (Kearsney College); 1st Scam Scanner (St M",AI joins the judging panel for 2026 IEB TechWays AI Hackathon — winners announced,iafrica.com,https://iafrica.com/ai-joins-the-judging-panel-for-2026-ieb-techways-ai-hackathon-2026-winners-announced/,2026-06-18,News article,Secondary,Unknown,2026-08-26,"National schools AI hackathon: Grade 9+ 1st TrustTrade AI (Hatfield Christian School), RU AquaGuard (Midstream College), RU PlateSmart SA (Kearsney College); 1st Scam Scanner (St Mary's DSG), RU Green Flow (Bridge House School), RU Nomvula (King David Linksfield); Foundations Cup 1st FoodBridge (Ribane Lake School of Specialisation)",Moderate
EV0111,P0240 ; P0241 ; P0242 ; P0243 ; P0244 ; P0245 ; P0246,E075,"Team ZA (7 Western Cape learners) selected at inaugural SA Space Design Competition national finals at UCT (March 2026, 109 learners, 9 schools) then won International Space Settle",Seven SA high schoolers crowned Nasa space champions,Daily Maverick,https://www.dailymaverick.co.za/article/2026-08-21-sa-high-schoolers-rocket-to-the-top-as-nasa-space-champions/,2026-08-21,News article,Secondary,Unknown,2026-08-26,"Team ZA (7 Western Cape learners) selected at inaugural SA Space Design Competition national finals at UCT (March 2026, 109 learners, 9 schools) then won International Space Settlement Design Competition (Kennedy Space Center, 30 Jul–2 Aug 2026) in team Rockdonnell; Joseph Allderman won Anita Gale Creative Genius Prize",Strong
EV0112,P0247,E076,"First SA national round of HackAtom (energy/engineering competition), Durban: winner UNIZULU team ZuluTechCollective, team leader Philani Gabriel Marapira; advances to Moscow final",HackAtom Final: University of Zululand team to represent SA in Russia,TechFinancials,https://techfinancials.co.za/2026/05/12/hackatom-final-university-of-zululand-team-to-represent-sa-in-russia/,2026-05-12,News article,Secondary,Unknown,2026-08-26,"First SA national round of HackAtom (energy/engineering competition), Durban: winner UNIZULU team ZuluTechCollective, team leader Philani Gabriel Marapira; advances to Moscow final",Moderate
EV0113,Unknown,E077,"Gauteng Dept of e-Government youth tech challenge 2026: 1st Gridwise 10X (JHB CBD, 84.2%); 2nd Chromomark (Tshwane, 81.6%); 3rd Civic Eye (Sedibeng, 70.2%); 4th SIRRS (West Rand, 6",Fourth place for West Rand in Gauteng's biggest youth tech challenge,Krugersdorp News (Citizen),https://www.citizen.co.za/krugersdorp-news/news-headlines/local-news/2026/07/14/fourth-place-for-west-rand-in-gautengs-biggest-youth-tech-challenge/,2026-07-14,News article,Secondary,Unknown,2026-08-26,"Gauteng Dept of e-Government youth tech challenge 2026: 1st Gridwise 10X (JHB CBD, 84.2%); 2nd Chromomark (Tshwane, 81.6%); 3rd Civic Eye (Sedibeng, 70.2%); 4th SIRRS (West Rand, 63.0%); 5th Aqua Guard AI (Ekurhuleni, 59.0%); teams of 10 learners",Moderate
EV0114,P0248 ; P0249,E078,"Winning team Danica Adlam and Trich Semakula (game 'Berets and Baguettes'); prize: trip to Playtopia Festival, Cape Town",Girls Game Jam: Inspiring the next generation of game developers,French Institute of South Africa,https://frenchinstitute.org.za/arts-and-creative-industries/creative-industries/gaming/girls-game-jam-inspiring-the-next-generation-of-game-developers/,2025-09-03,Organiser news,Primary,Unknown,2026-08-26,"Winning team Danica Adlam and Trich Semakula (game 'Berets and Baguettes'); prize: trip to Playtopia Festival, Cape Town",Strong
EV0115,Unknown,E079,GGJ 2020 SA sites: Vega School Cape Town and Vega Johannesburg (31 Jan–2 Feb 2020); participant lists live on globalgamejam.org per site,Global Game Jam 2020 — Make Games South Africa forum thread,MakeGamesSA,https://makegamessa.com/discussion/5846/global-game-jam-2020-31-jan-2-feb-2020,2019-12-20,Community forum,Participant-generated,Unknown,2026-08-26,GGJ 2020 SA sites: Vega School Cape Town and Vega Johannesburg (31 Jan–2 Feb 2020); participant lists live on globalgamejam.org per site,Moderate
EV0116,P0250 ; P0251,E080,"UNIZULU 3rd in CSIR Datathon Challenge (DIRISA student datathon); Sinaye Sotatshe top-10 in international Cloud DevJam Hackathon (organised by Zaio, Cape Town; MERN coding gameshow",UNIZULU CS news (datathon 3rd place; Cloud DevJam top-10),University of Zululand,https://www.science.unizulu.ac.za/cs/category/news/page/2/,Unknown,University news,Primary,Unknown,2026-08-26,"UNIZULU 3rd in CSIR Datathon Challenge (DIRISA student datathon); Sinaye Sotatshe top-10 in international Cloud DevJam Hackathon (organised by Zaio, Cape Town; MERN coding gameshow), paired with Durban developer Ronica Singh",Moderate
EV0117,Unknown,E081,"VUT campus hackathon 2026; winning teams progress to regional competition at UFS QwaQwa campus vs SPU, NWU, UFS; winning team names not captured in accessed excerpt",VUT Hackathon 2026 turns student ideas into real world innovation,Vaal University of Technology,https://vut.ac.za/vut-hackathon-2026-turns-student-ideas-into-real-world-innovation/,2026-05-12,University news,Primary,Unknown,2026-08-26,"VUT campus hackathon 2026; winning teams progress to regional competition at UFS QwaQwa campus vs SPU, NWU, UFS; winning team names not captured in accessed excerpt",Weak (partial)
EV0118,P0252 ; P0253,E082,"IATF 2025 Healthcare Hackathon (Afrilabs + Afreximbank, $20k pool): winners Jamie Thurston Wyngaard (SA, Loop co-founder) and Dimakatso Kanyane (Dillets); venue outside SA (IATF); ",Winners of IATF 2025 Healthcare Hackathon,Towards Healthcare,https://www.towardshealthcare.com/news/iatf-2025-healthcare-hackathon-winners,2025-09-22,Sector publication,Secondary,Unknown,2026-08-26,"IATF 2025 Healthcare Hackathon (Afrilabs + Afreximbank, $20k pool): winners Jamie Thurston Wyngaard (SA, Loop co-founder) and Dimakatso Kanyane (Dillets); venue outside SA (IATF); SA connection via Wyngaard",Weak (partial)
EV0119,Unknown,E009,Hack.Jozi described as entrepreneurship competition with 4 categories; confirms winners list for 2015,#HackJozi Challenge — ESDSA programme description,ESDSA,http://www.esdsa.com/hack-jozi.html,Unknown,Programme page,Secondary,Unknown,2026-08-26,Hack.Jozi described as entrepreneurship competition with 4 categories; confirms winners list for 2015,Weak (partial)
EV0120,P0242 ; P0243 ; P0244 ; P0245,E075,"Team ZA members incl. Ethan Schoombee, Alaya Kaplen, Dean Weich, Zayaan Abdurahman (+ Honigwachs, Allderman, Omar per other sources); SA national finals at UCT March 2026 from 109 ",Business Tech Africa — SA learners win NASA space design competition,Business Tech Africa,https://www.businesstechafrica.co.za/technology/2026/08/08/seven-south-african-high-school-learners-won-the-international-space-settlement-design-competition/,2026-08-08,News article,Secondary,Unknown,2026-08-26,"Team ZA members incl. Ethan Schoombee, Alaya Kaplen, Dean Weich, Zayaan Abdurahman (+ Honigwachs, Allderman, Omar per other sources); SA national finals at UCT March 2026 from 109 learners / 9 schools",Moderate
EV0121,Unknown,E088,"GirlCodeHack 2018 (5th annual, 3-5 Aug 2018): 1st 'Lightbulbs' (Johannesburg; trip to Women in Tech Conference Amsterdam, Cisco); 2nd 'Scatterlings of Africa' (Cape Town; Amazon Ec",#GirlCodeHack: The largest female hackathon,Geeky Reality,https://www.geekyreality.com/blog/girlcodehack-the-largest-female-hackathon,2018-08-23,Sector blog,Secondary,Unknown,2026-08-26,"GirlCodeHack 2018 (5th annual, 3-5 Aug 2018): 1st 'Lightbulbs' (Johannesburg; trip to Women in Tech Conference Amsterdam, Cisco); 2nd 'Scatterlings of Africa' (Cape Town; Amazon Echo); 3rd Durban team ('Self-Educate' app); R350k prize pool (BoxFusion, AWS, Cisco, LGIT Smart Solutions)",Strong
