Event_ID,Official_Event_Name,Alternative_Event_Names,Edition,Year,Start_Date,End_Date,City,Province,Venue,Online_Hybrid_Physical,Host,Organisers,Sponsors,Industry_or_Theme,Estimated_Participant_Count,Verified_Participant_Count,Number_of_Finalists,Number_of_Winners,Official_Website,Results_URL,Participant_List_URL,Archive_URL,Other_Sources,Completeness_Status,Research_Notes,Date_Verified
E091,Discovery GradHack,Unknown,2023 (virtual),2023,2023-04-21,Unknown,Unknown,Unknown,Unknown,Online (72h),Discovery,Unknown,Unknown,Digital identity / KYC,15 teams,Unknown,Unknown,Unknown,Unknown,https://sit.uct.ac.za/articles/2023-06-13-hackstreet-boys-win-2023-discovery-gradhack,Unknown,Unknown,https://sit.uct.ac.za/articles/2023-06-13-hackstreet-boys-win-2023-discovery-gradhack,B,All top-3 teams from Cape Town institutions.,2026-08-26
E092,PAICTA × UJ Technopreneurship Centre Virtual Hackathon Challenge,Unknown,2020,2020,2020-11,2020-12,Johannesburg (host institution),Gauteng,Unknown,Online,PAICTA + UJ Technopreneurship Centre,Unknown,"Software AG, Siyafunda CTC, Mecer, Huawei, Deviare, Cisco Networking Academy, SAP",Agriculture / everyday SA challenges,13 groups of 5-8 students,Unknown,13,3 teams + 3 individual awards,Unknown,https://ventureburn.com/2020/12/virtual-hackathon-challenge-winners-announced/ ; https://news.uj.ac.za/news/hackathon-challenge-success-2/ ; https://www.itweb.co.za/article/hackathon-showcases-innovators-of-the-future/KWEBbvyZGVb7mRjO,Unknown,Unknown,https://ventureburn.com/2020/12/virtual-hackathon-challenge-winners-announced/ ; https://news.uj.ac.za/news/hackathon-challenge-success-2/ ; https://www.itweb.co.za/article/hackathon-showcases-innovators-of-the-future/KWEBbvyZGVb7mRjO,B,,2026-08-26
E093,Mpumalanga Artificial Intelligence Student Hackathon (Maish),Unknown,2023,2023,Unknown,Unknown,Mbombela,Mpumalanga,Unknown,Physical,University of Mpumalanga + Tshwane University of Technology,Unknown,Unknown,AI for Africa's problems,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.visive.ai/news/mpumalanga-ai-hackathon-unis-join-for-student-event,Unknown,Unknown,https://www.visive.ai/news/mpumalanga-ai-hackathon-unis-join-for-student-event,E,First verified Mpumalanga-venue hackathon in this census; winners not located.,2026-08-26
E094,Telkom 10X Hackathon — TUT eMalahleni leg,Unknown,2025,2025,2025 (36 hours),Unknown,eMalahleni,Mpumalanga,TUT eMalahleni Campus,Physical,Telkom (10X) with TUT,"Nkangala TVET College, Amdocs, Geekulcha",Unknown,Youth digital innovation (students + high-school learners),Unknown,Unknown,Unknown,1 named team,Unknown,https://www.tut.ac.za/latest-news/819-tut-and-telkom-drive-innovation-with-36-hour-hackathon-to-empower-youth,Unknown,Unknown,https://www.tut.ac.za/latest-news/819-tut-and-telkom-drive-innovation-with-36-hour-hackathon-to-empower-youth,B,Second verified Mpumalanga-venue event; winning team advanced to Telkom national hackathon.,2026-08-26
E095,FinChatBot Hackathon,Unknown,2019 (first),2019,2019-11,Unknown,Johannesburg,Gauteng,IBM Johannesburg,Physical,FinChatBot,Unknown,Budget Insurance (implementation),Insurtech / chatbots,11 teams,Unknown,11,4 recognised teams,Unknown,http://www.skillssummit.co.za/index.php/article/finchatbot-30163.html ; https://www.linkedin.com/in/thabang-mabula/,Unknown,Unknown,http://www.skillssummit.co.za/index.php/article/finchatbot-30163.html ; https://www.linkedin.com/in/thabang-mabula/,B,,2026-08-26
E096,UmojaHack Africa (Zindi inter-university hackathon),Unknown,2021 (Mar and Dec editions),2021,2021-03-27,2021-03-28,Unknown,Unknown,Unknown,Online,Zindi (African data-science competition platform; press release datelined Johannesburg),Unknown,"Microsoft, African Bank, Google AI, GIZ, Liquid Telecom, InstaDeep",Data science / machine learning,"1000+ students, 126 universities",Unknown,Unknown,challenge-level winners incl. Stellenbosch University & UCT teams (SA),Unknown,https://zindi.medium.com/one-thousand-data-scientists-join-hands-across-closed-borders-for-umojahack-africa-6edfe56b0452 ; https://www.africa-newsroom.com/press/africas-largest-interuniversity-hackathon-brings-students-together-on-zindi-for-data-science-for-good?lang=en,Unknown,Unknown,https://zindi.medium.com/one-thousand-data-scientists-join-hands-across-closed-borders-for-umojahack-africa-6edfe56b0452 ; https://www.africa-newsroom.com/press/africas-largest-interuniversity-hackathon-brings-students-together-on-zindi-for-data-science-for-good?lang=en,D,"Pan-African online event; SA relevance via organiser dateline, sponsors, SAEON challenge data and SA winning universities. Individual member names not published in located coverage.",2026-08-26
E097,SA Game Jam,Unknown,2018,2018,2018-08 (jam window),Unknown,Unknown,Unknown,Unknown,Physical,Make Games South Africa,Unknown,Free Lives,Game jam (national),Unknown,Unknown,Unknown,Unknown,Unknown,https://makegamessa.com/discussion/5375/sa-game-jam-2018,Unknown,Unknown,https://makegamessa.com/discussion/5375/sa-game-jam-2018,D,Annual national game jam with judged prizes; 2018 winners announced 8 Oct 2018 — winner names not yet extracted.,2026-08-26
E098,HackCorruption South Africa,Unknown,2022,2022,2022-07 (hybrid event),2022-10 (Johannesburg boot camp),Johannesburg (boot camp),Gauteng,Unknown,Hybrid,Accountability Lab,Center for International Private Enterprise; US State Dept INL,Unknown,Anti-corruption / tech4good,100 participants from 6 countries,Unknown,Unknown,4 named teams (17 individuals),Unknown,https://hackcorruption.org/south-africa-hackathon/,Unknown,Unknown,https://hackcorruption.org/south-africa-hackathon/,B,Regional hybrid event with SA venue component (Johannesburg winners' boot camp); winners' nationalities not stated in source — not inferred.,2026-08-26
E099,Tech4Africa Hackathon,Unknown,2015,2015,2015-10-08,2015-10-11,Johannesburg,Gauteng,Unknown,Physical,Tech4Africa,Unknown,Unknown,Startup / developer,Unknown,Unknown,Unknown,Unknown,Unknown,https://t4a2015.sched.com/2015-10-08/list/descriptions/,Unknown,Unknown,https://t4a2015.sched.com/2015-10-08/list/descriptions/,E,Hackathon track confirmed within 4-day Tech4Africa 2015; earlier Tech4Africa hack days (2011-2014) still unverified.,2026-08-26
E100,G20 Tourism Hackathon,Unknown,2025 (inaugural),2025,2025-09-10,2025-09-11,Hazyview (Sabi River Sun Resort),Mpumalanga,Unknown,Hybrid,Department of Tourism (Minister Patricia de Lille),Centre for Public Service Innovation + Geekulcha (with Future Leaders Challenge),Unknown,AI for tourism (G20 SA presidency),46-48 youth from 21 institutions,Unknown,7+ prize-winning groups,3 named teams,Unknown,https://www.timeslive.co.za/news/south-africa/2025-10-08-uj-students-scoop-top-two-places-in-g20-tourism-challenge-using-ai/ ; https://www.tourism.gov.za/AboutNDT/Branches1/domestic/News/Pages/South_African_youth_enthral_at_the_Inaugural_G20_Tourism_Hackathon_challenge.aspx,Unknown,Unknown,https://www.timeslive.co.za/news/south-africa/2025-10-08-uj-students-scoop-top-two-places-in-g20-tourism-challenge-using-ai/ ; https://www.tourism.gov.za/AboutNDT/Branches1/domestic/News/Pages/South_African_youth_enthral_at_the_Inaugural_G20_Tourism_Hackathon_challenge.aspx,A,"Finals at Sabi River Sun Resort, Sabie River valley, Mpumalanga, 10-11 Sep 2025; youth from all 9 provinces; launched Jun 2025 at UWC with Future Leaders Challenge; in collaboration with CPSI and Geekulcha; winners presented at G20 Ministers' Meeting, Skukuza. FULL top-3 rosters (20 named individuals with institutions) captured from Department of Tourism page.",2026-08-26
E101,ITWeb Security Summit Hackathon (#SS20Hack),Unknown,2020 (4th annual),2020,2020-08-24,2020-08-27,Unknown,Unknown,Unknown,Online,ITWeb Security Summit,Geekulcha,Snode Technologies (learnerships),Post-COVID solutions ('hack the virus'),Unknown,Unknown,Unknown,Unknown,Unknown,https://itweb.africa/article/hacking-the-virus-at-itwebs-security-summit/rxP3jMBmNoR7A2ye,Unknown,Unknown,https://itweb.africa/article/hacking-the-virus-at-itwebs-security-summit/rxP3jMBmNoR7A2ye,D,Northern Cape leg led by NC Provincial Government (DEDAT) + Sol Plaatje University. Winners not located.,2026-08-26
E102,ITWeb Security Summit Hackathon — early/inferred editions,Unknown,"2017, 2018, 2021 (consolidated probable)",2017-2021,Unknown,Unknown,Unknown,Unknown,Unknown,Physical,ITWeb Security Summit,Geekulcha,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://itweb.africa/article/hacking-the-virus-at-itwebs-security-summit/rxP3jMBmNoR7A2ye ; https://www.linkedin.com/posts/idemia-north-america_employeespotlight-weareidemia-lovewhereyouwork-activity-7087891472527605761-YG4B,Unknown,Unknown,https://itweb.africa/article/hacking-the-virus-at-itwebs-security-summit/rxP3jMBmNoR7A2ye ; https://www.linkedin.com/posts/idemia-north-america_employeespotlight-weareidemia-lovewhereyouwork-activity-7087891472527605761-YG4B,E,Series arithmetic: 'fourth annual' in 2020 → began 2017; 'seventh year' in 2023 → 2021 edition existed (virtual-era). #SS19Hack (2019) recorded separately; #SS21Hack winner not located.,2026-08-26
E103,Service Delivery Ignite Hackathon (#IgniteHack),Unknown,2018,2018,2018-09-28,2018-09-30,Johannesburg (Auckland Park),Gauteng,"University of Johannesburg, Kingsway Campus",Physical,Department of Public Service and Administration (DPSA) + Centre for Public Service Innovation (CPSI),University of Johannesburg; Geekulcha; Open Data South Africa,NDP-linked,Youth Spark: service delivery,420 registered (200 cap),Unknown,Top 10 -> Top 3,Unknown,Unknown,https://ignitehack.devpost.com/ ; https://devpost.com/software/deephealth,Unknown,Unknown,https://ignitehack.devpost.com/ ; https://devpost.com/software/deephealth,C,"Devpost-hosted; prizes R306k incl. Most Secure Solution, Best Female Star, Ultimate GeekStar, Best Presenter; winners not labelled on gallery. Public gallery lists 4 submissions; DeepHealth creator identified as Mabu Manaileng (Phase 5). Build-up events recorded separately (E104, E105).",2026-08-26
E104,IgniteHack build-up: Medical Hackathon Limpopo,Unknown,2018,2018,2018-08-17,2018-08-18,Unknown,Limpopo,Unknown,Physical,CPSI/DPSA (IgniteHack programme),Unknown,Unknown,Health / service delivery,Unknown,Unknown,Unknown,Unknown,Unknown,https://ignitehack.devpost.com/,Unknown,Unknown,https://ignitehack.devpost.com/,E,Build-up event to #IgniteHack; winners not located.,2026-08-26
E105,IgniteHack build-up: Northern Cape Provincial Hackathon,Unknown,2018,2018,Unknown,Unknown,De Aar,Northern Cape,Unknown,Physical,CPSI/DPSA (IgniteHack programme),Unknown,Unknown,Service delivery,Unknown,Unknown,Unknown,Unknown,Unknown,https://ignitehack.devpost.com/,Unknown,Unknown,https://ignitehack.devpost.com/,E,Second verified Northern-Cape-venue hackathon in this census; winners not located.,2026-08-26
E106,Digital ID Hackathon — Southern Africa,Unknown,2024/25,2024,2024-11-22,2025-02-09,Johannesburg (regional listing),Gauteng,Unknown,Hybrid,Upanzi Network (CMU-Africa) + MicroSave Consulting,Unknown,Unknown,Digital identity use-cases,101 participants,Unknown,Unknown,Unknown,Unknown,https://hackid-southernafrica.devpost.com/ ; https://www.africa.engineering.cmu.edu/news/2025/06/13-digital-id.html,Unknown,Unknown,https://hackid-southernafrica.devpost.com/ ; https://www.africa.engineering.cmu.edu/news/2025/06/13-digital-id.html,D,"One of four regional hackathons feeding a pan-African final (overall winner: Team Retro, Senegal; runner-up SmartTRAIS, Rwanda — both non-SA). Southern Africa regional winners not named in located sources.",2026-08-26
E107,ETHCapeTown,Unknown,2019,2019,Unknown,Unknown,Cape Town,Western Cape,Unknown,Physical,ETHGlobal-affiliated community organisers,Unknown,Unknown,Blockchain / Ethereum,Unknown,Unknown,Unknown,Unknown,Unknown,https://medium.com/stakecapital/ethcapetown-hackathon-winners-168520fdefec,Unknown,Unknown,https://medium.com/stakecapital/ethcapetown-hackathon-winners-168520fdefec,D,Winning project 'dTok' (selected by ETHGlobal + sponsor prizes Raiden/MakerDAO/NuCypher); team members not named in located coverage.,2026-08-26
E108,SA Game Jam,Unknown,2022,2022,2022-11 (jam window),Unknown,Unknown,Unknown,Unknown,Physical,Make Games South Africa,Unknown,Unknown,Game jam (national),Unknown,Unknown,Unknown,Unknown,Unknown,https://gamesindustryafrica.com/2022/10/23/sa-game-jam-set-to-return-in-november/,Unknown,Unknown,https://gamesindustryafrica.com/2022/10/23/sa-game-jam-set-to-return-in-november/,D,Prizes: Overall R20k; category prizes R5k-R10k. Winners not extracted yet.,2026-08-26
E109,Geekulcha VacWork build challenges (series),Unknown,2014-2016+ (consolidated),2014-2016,Unknown,Unknown,Tshwane; Johannesburg; Soweto; Giyani; Siyabuswa,Gauteng; Limpopo; Mpumalanga,Unknown,Physical (multiple venues),Geekulcha,Unknown,Unknown,Youth vacation-work innovation challenges,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.geekulcha.dev/the-work?category=VacWork,Unknown,Unknown,https://www.geekulcha.dev/the-work?category=VacWork,E,Programme-embedded competitive builds; e.g. Soweto Dec 2016: 'Kasi App Lovers' voted best team. Edition-level winners largely unpublished; series row pending per-edition split.,2026-08-26
E110,Geekulcha hackathon at TUT campus (weekend of code),Unknown,2015,2015,2015-07 (36 hours),Unknown,Unknown,Gauteng,Tshwane University of Technology campus,Physical,Geekulcha (with TUT),Unknown,"Microsoft, Intel, YSEN",Campus improvement,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.nunnovation.com/2015/07/29/a-weekend-of-code-at-tshwane-university-of-technology-campus/,Unknown,Unknown,https://www.nunnovation.com/2015/07/29/a-weekend-of-code-at-tshwane-university-of-technology-campus/,D,Winning solutions selected; Best Presenter among VacWork learners; names not published.,2026-08-26
E111,UmojaHack Africa (Zindi),Unknown,2022,2022,2022-03-20,Unknown,Unknown,Unknown,Unknown,Online,Zindi,Unknown,Unknown,Machine learning (beginner/intermediate/advanced tracks),Unknown,Unknown,Unknown,Unknown,Unknown,https://zindi.africa/competitions/umojahack-africa-2022-advanced-challenge,Unknown,Unknown,https://zindi.africa/competitions/umojahack-africa-2022-advanced-challenge,D,"Winners published as Zindi platform usernames (e.g. ASSAZZIN, Lawrence_Moruye, DanielBruintjies, Mdda, Pynux) — pseudonymous per platform convention; not deanonymised per privacy rules.",2026-08-26
E112,GirlCodeHack,Unknown,2024 (10th annual — first pan-African),2024,2024-08-31,2024-09-01,Johannesburg (MTN Group HQ; 10+ African cities),Gauteng,MTN Group Headquarters,Hybrid,GirlCode,Unknown,Vuma (supporter); MTN (venue),Harnessing technology for the SDGs,Unknown,Unknown,3 named teams,Unknown,Unknown,https://www.itweb.co.za/article/girlcodes-first-pan-african-hackathon-tackles-global-pressing-issues/rW1xL75nYzPMRk6m,Unknown,Unknown,https://www.itweb.co.za/article/girlcodes-first-pan-african-hackathon-tackles-global-pressing-issues/rW1xL75nYzPMRk6m,C,First pan-African edition. Top-3 teams named as teams; overall winner (US trip) not stated in located coverage.,2026-08-26
E113,UmojaHack Africa (Zindi),Unknown,2020 (first edition),2020,2020-03-22,Unknown,Unknown,Unknown,Unknown,Online,Zindi,Unknown,"Microsoft, African Bank, Google AI, GIZ, Liquid Telecom, InstaDeep",Machine learning (inter-university),1000 students from 56 universities (15 countries),Unknown,Unknown,Hotspots Challenge: 1st Geoffrey Frost (SA),Unknown,https://umojahack.africa/2021/03/01/umojahack-2020-one-thousand-data-scientists-join-hands-across-closed-borders/ ; https://zindi.africa/learn/meet-the-winners-of-umojahack-3-hotspots-challenge,Unknown,Unknown,https://umojahack.africa/2021/03/01/umojahack-2020-one-thousand-data-scientists-join-hands-across-closed-borders/ ; https://zindi.africa/learn/meet-the-winners-of-umojahack-3-hotspots-challenge,D,"UmojaHack Africa 2020 (first pan-African edition; internally numbered UmojaHack #3, implying earlier #1/#2 events not yet identified — see gaps). Hotspots Challenge winner: Geoffrey Frost (South Africa; Stellenbosch University) — first fully-named SA UmojaHack winner. Date reported as 21 March (winners page) vs 22 March (recap) — minor discrepancy logged in evidence register.",2026-08-26
E114,UmojaHack Africa (Zindi),Unknown,2023,2023,2023-03-18,2023-03-19,Unknown,Unknown,Unknown,Online,Zindi,Unknown,Unknown,Machine learning (beginner/intermediate/advanced tracks),Unknown,Unknown,Unknown,Unknown,Unknown,https://zindi.africa/competitions/umojahack-africa-2023-beginner-challenge ; https://zindi.africa/competitions/umojahack-africa-2023-advanced-challenge,Unknown,Unknown,https://zindi.africa/competitions/umojahack-africa-2023-beginner-challenge ; https://zindi.africa/competitions/umojahack-africa-2023-advanced-challenge,D,Challenge winners by platform username; country-winners list includes 'South Africa: Olayile' (username). One prize per university rule.,2026-08-26
E115,ZindiWeekendz virtual hackathons (series),Unknown,2020- (consolidated sample),2020,Unknown,Unknown,Unknown,Unknown,Unknown,Online,Zindi,Unknown,Unknown,Weekend data-science sprints (48-60 hours),Unknown,Unknown,Unknown,Unknown,Unknown,https://zindi.africa/learn/meet-the-winners-of-the-zindiweekendz-the-urban-air-pollution-challenge ; https://zindi.africa/learn/meet-the-winners-of-the-zindiweekendz-to-vaccinate-or-not-to-vaccinate-its-not-a-question-challenge ; https://zindi.world/,Unknown,Unknown,https://zindi.africa/learn/meet-the-winners-of-the-zindiweekendz-the-urban-air-pollution-challenge ; https://zindi.africa/learn/meet-the-winners-of-the-zindiweekendz-to-vaccinate-or-not-to-vaccinate-its-not-a-question-challenge ; https://zindi.world/,D,"Consolidated series row: two scanned editions (Urban Air Pollution, Apr 2020, 254 participants; Vaccination sentiment, 2020, 222 participants) had non-SA top-3 winners; full edition list and SA participant extraction pending (platform is JS-loaded; per-competition pages only).",2026-08-26
